,refArea,Existence of educational resources - exists,Type and size of educational resources - vocational institute,Observation URI,references,publisher,Existence of educational resources - does not exist,Nb of universities by type - Lebanese University branches,Public school coverage index (number of schools per citizen),Type and size of educational resources - public schools,Type and size of educational resources - universities,Town,Nb of universities by type - Private universities,dataset,Type and size of educational resources - private schools,Governorate,lat,lon,population,lat_gov,lon_gov
130,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Almat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Almat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,,,100000,34.1236954,35.6493557
131,https://dbpedia.org/page/Akkar_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Amara,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3000,1,0,Amara,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,Akkar Governorate,33.8630675,35.9923741,423596,34.5555009,36.2016453
132,https://dbpedia.org/page/North_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Amioun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5750,2,0,Amioun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,North Governorate,34.3004082,35.816685,807204,34.3317701,35.9436964
133,https://dbpedia.org/page/South_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Anane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,325,2,0,Anane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,South Governorate,33.5666799,35.5089712,590078,33.3386412,35.3022517
134,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ansar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ansar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Nabatieh Governorate,33.3789971,35.3400309,383839,33.2836203,35.4897793
135,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ansar+Baalbeck,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1300,2,0,Ansar Baalbeck,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baalbek-Hermel Governorate,,,416427,34.168333,36.3134617
136,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Antelias-Naccache,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,2,1,Antelias-Naccache,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,Matn District,33.9162114,35.5938758,750000,33.9097245,35.7167947
137,https://dbpedia.org/page/Nabatieh_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Arnoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Arnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Nabatieh Governorate,,,383839,33.2836203,35.4897793
138,http://dbpedia.org/resource/Baabda_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Arsoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,100,15,0,Arsoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,15,Baabda District,33.8558584,35.6926858,500000,33.8435311,35.7025213
139,http://dbpedia.org/resource/Sidon_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Arzai,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,4500,1,0,Arzai,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,2,Sidon District,33.333228,35.2986288,207500,33.4544542,35.3385676
140,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Arzoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Arzoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.2805986,35.3778814,238348,33.2130814,35.2887965
141,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Asnoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Asnoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Zgharta District,34.3870534,35.8876522,,34.3600901,35.8981343
142,http://dbpedia.org/resource/Batroun_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Assia,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Assia,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Batroun District,34.2182255,35.7843375,50000,34.247192,35.7255215
143,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Ayto,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Ayto,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Zgharta District,,,,34.3600901,35.8981343
144,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baabda-Louaizi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baabda-Louaizi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baabda District,,,500000,33.8435311,35.7025213
145,http://dbpedia.org/resource/Matn_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baabdat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,1,0,Baabdat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Matn District,33.8872681,35.6675434,750000,33.9097245,35.7167947
146,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baadarane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Baadarane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,,,1520016,33.737305,35.5998898
147,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baalbek,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,12500,8,1,Baalbek,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,25,Baalbek-Hermel Governorate,34.009653,36.2117096,416427,34.168333,36.3134617
148,http://dbpedia.org/resource/Baabda_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baalchmay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baalchmay,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baabda District,33.8153353,35.6445858,500000,33.8435311,35.7025213
149,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baaloul+West+Bekaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,800,1,0,Baaloul West Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Western Beqaa District,33.5885392,35.7512031,56000,33.5993904,35.722857
150,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baaouerta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3500,1,0,Baaouerta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Aley District,33.7357978,35.5024712,386320,33.7720489,35.6330158
151,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baaqline,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8100,2,1,Baaqline,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,6,Mount Lebanon Governorate,33.6773922,35.5635483,1520016,33.737305,35.5998898
152,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baassir,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Baassir,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.6626303,35.4422859,1520016,33.737305,35.5998898
153,http://dbpedia.org/resource/Western_Beqaa_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bab+Mareaa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bab Mareaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Western Beqaa District,33.5825045,35.6804096,56000,33.5993904,35.722857
154,http://dbpedia.org/resource/Sidon_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Babliyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,2,0,Babliyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Sidon District,33.4212401,35.3422373,207500,33.4544542,35.3385676
155,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Badbhoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Badbhoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,34.332632,35.7643271,807204,34.3317701,35.9436964
156,https://dbpedia.org/page/Akkar_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baghdadi,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baghdadi,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,4,Akkar Governorate,34.6024968,36.1875334,423596,34.5555009,36.2016453
157,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bahbouch,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bahbouch,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,34.2776903,35.8286743,807204,34.3317701,35.9436964
158,http://dbpedia.org/resource/Aley_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baisour,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,8000,2,0,Baisour,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Aley District,,,386320,33.7720489,35.6330158
159,https://dbpedia.org/page/South_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baisour+Jezzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Baisour Jezzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,South Governorate,,,590078,33.3386412,35.3022517
160,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bakhaaoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bakhaaoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Miniyeh-Danniyeh District,,,,34.3888022,36.0520569
161,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bakka,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bakka,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Beqaa Governorate,33.5925423,35.9246327,534342,33.6746204,35.8333757
162,https://dbpedia.org/page/Beqaa_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bakkifac+Rachaya,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bakkifac Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Beqaa Governorate,,,534342,33.6746204,35.8333757
163,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Balloune,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Balloune,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,33.9536929,35.676679,182834,34.0127349,35.7872377
164,http://dbpedia.org/resource/Bsharri_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Bsharri District,34.2764158,35.9561993,76831,34.2384512,35.9869915
165,http://dbpedia.org/resource/Marjeyoun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bany+haiyane,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bany haiyane,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Marjeyoun District,,,41000,33.3640698,35.5871424
166,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baouchriyeh+el+Sad,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baouchriyeh el Sad,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Matn District,33.8759308,35.563148,750000,33.9097245,35.7167947
167,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baraachit,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baraachit,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Bint Jbeil District,33.1784544,35.4372006,53000,33.1832536,35.4138051
168,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Barghoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Barghoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,34.3424527,35.7551561,807204,34.3317701,35.9436964
169,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Barja,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,6750,4,0,Barja,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,9,Mount Lebanon Governorate,33.6448026,35.4330164,1520016,33.737305,35.5998898
170,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Barqa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Barqa,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baalbek-Hermel Governorate,34.1733096,36.1388206,416427,34.168333,36.3134617
171,http://dbpedia.org/resource/ZahlÃ©_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Barr+Elias,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,10000,3,0,Barr Elias,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,13,ZahlÃ© District,33.7743538,35.9043906,,33.8503542,35.8965168
172,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Barsa,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,5600,1,1,Barsa,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,North Governorate,34.3866278,35.828834,807204,34.3317701,35.9436964
173,https://dbpedia.org/page/Akkar_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Basateen+Aakar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Basateen Aakar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Akkar Governorate,,,423596,34.5555009,36.2016453
174,http://dbpedia.org/resource/Matn_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Baskinta,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Baskinta,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Matn District,33.9450012,35.7880099,750000,33.9097245,35.7167947
175,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bater,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bater,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.6020672,35.6173139,1520016,33.737305,35.5998898
176,http://dbpedia.org/resource/Keserwan_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Batha,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Batha,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Keserwan District,33.9894077,35.6608387,182834,34.0127349,35.7872377
177,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Batloun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Batloun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,33.6954999,35.6522101,1520016,33.737305,35.5998898
178,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Batoulay,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Batoulay,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.2250197,35.2573463,238348,33.2130814,35.2887965
179,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Batroumine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Batroumine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,North Governorate,34.3641358,35.8081825,807204,34.3317701,35.9436964
180,http://dbpedia.org/resource/Batroun_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Batroun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,11666,3,1,Batroun,1,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,3,Batroun District,34.2548879,35.6588567,50000,34.247192,35.7255215
181,http://dbpedia.org/resource/Byblos_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bayzoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bayzoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Byblos District,,,100000,34.1236954,35.6493557
182,http://dbpedia.org/resource/Bsharri_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bazaaoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bazaaoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Bsharri District,,,76831,34.2384512,35.9869915
183,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bazouriyeh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bazouriyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.2534926,35.2657674,238348,33.2130814,35.2887965
184,http://dbpedia.org/resource/Aley_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bchamoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bchamoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Aley District,33.7864595,35.5119558,386320,33.7720489,35.6330158
185,http://dbpedia.org/resource/Zgharta_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bchannine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bchannine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Zgharta District,34.3486436,35.8595121,,34.3600901,35.8981343
186,http://dbpedia.org/resource/Bsharri_District,1,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bcharreh,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,9652,2,0,Bcharreh,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Bsharri District,34.2432237,36.0485692,76831,34.2384512,35.9869915
187,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bcheaali,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bcheaali,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Batroun District,,,50000,34.247192,35.7255215
188,https://dbpedia.org/page/Mount_Lebanon_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bchtfine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2800,1,0,Bchtfine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Mount Lebanon Governorate,,,1520016,33.737305,35.5998898
189,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bdadoun,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,3200,1,0,Bdadoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,Aley District,33.8092487,35.5691624,386320,33.7720489,35.6330158
190,https://dbpedia.org/page/North_Governorate,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bdebba,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bdebba,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,North Governorate,34.3482798,35.8180762,807204,34.3317701,35.9436964
191,https://dbpedia.org/page/Akkar_Governorate,1,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bebnine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,10000,6,0,Bebnine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,10,Akkar Governorate,34.5097561,35.989098,423596,34.5555009,36.2016453
192,https://dbpedia.org/page/North_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bechmizzine,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bechmizzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,1,North Governorate,34.3200499,35.7960528,807204,34.3317701,35.9436964
193,https://dbpedia.org/page/Baalbek-Hermel_Governorate,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bechouat,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,1750,1,0,Bechouat,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Baalbek-Hermel Governorate,34.1521233,36.132324,416427,34.168333,36.3134617
194,http://dbpedia.org/resource/Batroun_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bechtoudar,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,1,0,0,0,0,Bechtoudar,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Batroun District,34.2233887,35.818938,50000,34.247192,35.7255215
195,"http://dbpedia.org/resource/Tripoli_District,_Lebanon",0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Beddaoui,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Beddaoui,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,"Tripoli District, Lebanon",34.4486859,35.8741896,310980,34.4289785,35.8374584
196,http://dbpedia.org/resource/Aley_District,1,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bedghan+Oua+Ouadi+Bedghan,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,2000,1,0,Bedghan Oua Ouadi Bedghan,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Aley District,,,386320,33.7720489,35.6330158
197,http://dbpedia.org/resource/Tyre_District,0,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Resources-Bedias,https://impact.cib.gov.lb/home#open_data_section,Impact Open Data,0,0,0,0,0,Bedias,0,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Educational_Resources-Lebanon-2023,0,Tyre District,33.3137996,35.3004272,238348,33.2130814,35.2887965
